Category,Technique,Description
Obscure & Avant-Garde,Chandelier Web,"A web of delicate crystal beads shimmering in spider-silk arrangements"
Obscure & Avant-Garde,Neon Opera Curtain,"A stylized stage curtain in neon outlines parting at the center"
Obscure & Avant-Garde,Blood Moon Rays,"Thin beams tinted a deep red emanating from a lunar orb"
Obscure & Avant-Garde,Zephyr Petal Drift,"Light, windy flurries of petals that swirl in from the corners"
Obscure & Avant-Garde,Glitchy Feather Fringe,"Bird feathers intermittently pixelating at the edges"
Obscure & Avant-Garde,Sandstorm Fade,"A gradient of swirling sand particles overtaking the corners"
Obscure & Avant-Garde,Serpentine Infinity,"Two coiling serpents forming a figure-eight at opposite edges"
Obscure & Avant-Garde,Soundwave Lace,"Intricate lace patterns derived from captured audio waveforms"
Obscure & Avant-Garde,Digital Stained Wax,"Melting wax lumps with glitchy pixel shifts in color"
Obscure & Avant-Garde,Aqua Dream Foam,"A borderline of dreamy, frothy water with iridescent highlights"
Obscure & Avant-Garde,Static Mycelium,"Fungal threads that pulse with tiny static flickers"
Obscure & Avant-Garde,Grand Bazaar Collage,"Torn scraps of exotic rugs and textiles arranged in a patchwork border"
Obscure & Avant-Garde,Exoskeleton Blossom,"Bone-like structures blossoming outward in radial symmetry"
Obscure & Avant-Garde,Spectral Origami Swans,"Folded paper swans overlapping in ghostly multiple exposure"
Obscure & Avant-Garde,Pyrography Edge,"Wood-burned designs that appear charred into the frame"
Obscure & Avant-Garde,Camo Circuit Patterns,"Overlapping camouflage and circuit board lines merging at corners"
Obscure & Avant-Garde,Suspended Fishbowls,"Hanging spheres of water with floating fish or plants at the perimeter"
Obscure & Avant-Garde,Dripping Op Art,"Optical illusions with stripes that drip downward like paint"
Obscure & Avant-Garde,Scattered Tarot Suits,"Hearts, clubs, spades, and diamonds drifting among swirling lines"
Obscure & Avant-Garde,Bent Light Prism,"A ring of refracted beams that appear physically curved"
Obscure & Avant-Garde,Polaroid Stack,"A jumbled pile of Polaroid-style frames layering the border"
Surreal Horizons,Melting Skyline,"A horizon line that appears to liquify into the sky, creating a soft, dripped boundary"
Surreal Horizons,Rising Desert Clouds,"Clouds emerging from the sand as if the horizon is inverted"
Surreal Horizons,Inverted Ocean Border,"The sea appears at the top of the frame, sky at the bottom, flipping reality"
Surreal Horizons,Rippled Horizon Warp,"A wave-like distortion across the horizon, as though seen through moving water"
Surreal Horizons,Surreal Skyline Stretch,"City skyline elongated vertically to form a draped curtain along the edges"
Surreal Horizons,Ethereal Dusk Fade,"Subtle gradient where day dissolves into night along the boundary"
Surreal Horizons,Double Horizon Effect,"Two parallel horizon lines framing the subject from above and below"
Surreal Horizons,Reflective Sunset Arch,"An arch made of mirrored sunset colors that loops over the focal point"
Surreal Horizons,Opalescent Horizon Glaze,"A shimmering, pearl-like film across the horizon creating a radiant frame"
Surreal Horizons,Geometric Dawn Rays,"Angular beams of morning light fanning out in precise geometric shapes"
Industrial Grunge,Rusted Chain Link,"A gritty border of rusted metal links encircling the subject"
Industrial Grunge,Concrete Chunk Edges,"Large, broken fragments of concrete forming rugged edges"
Industrial Grunge,Heavy Machinery Parts,"Gears, pistons, and industrial scraps arranged around the perimeter"
Industrial Grunge,Oil Spill Swirls,"Dark, iridescent oil slick patterns leaking from the corners"
Industrial Grunge,Factory Vent Smoke,"Billowing, dark smoke plumes framing the edges like a looming factory environment"
Industrial Grunge,Bolted Metal Patchwork,"Sheets of riveted metal plates forming a rough patchwork border"
Industrial Grunge,Steel Mesh Overlay,"A chain mesh pattern layered semi-transparently over the composition"
Industrial Grunge,Cracked Asphalt Lines,"Fissures in the ground radiating from the corners"
Industrial Grunge,Warning Tape X,"Bright hazard tape arranged in an X shape as a bold frame"
Industrial Grunge,Corroded Iron Gate,"A battered iron gateway silhouette, partially open around the subject"
Folk Art Revival,Patchwork Quilt Margin,"Vibrant patterned quilt squares forming a homespun border"
Folk Art Revival,Hand-Carved Totem Poles,"Tall wooden totems at the sides, etched with traditional folk symbols"
Folk Art Revival,Floral Embroidery Band,"Colorful embroidered flowers running across the edges"
Folk Art Revival,Hand-Painted Wooden Planks,"Rows of wooden boards bearing folk motifs as a rustic frame"
Folk Art Revival,Paper Cut Folk Silhouettes,"Delicate paper silhouette cut-outs of animals or people"
Folk Art Revival,Decorative Matryoshka,"Nested doll shapes repeated along the perimeter"
Folk Art Revival,Story Quilt Narrative,"Miniature scenes stitched like a folktale around the central image"
Folk Art Revival,Wheat Sheaf Corners,"Dry wheat bundles tied at each corner, symbolizing harvest"
Folk Art Revival,Batik Dye Pattern,"Bright, wax-resist dyed patterns swirling at the edges"
Folk Art Revival,Folk Doodle Vine,"Hand-drawn, vine-like doodles curling around the margin"
Urban Street Graffiti,Stencil Splash Edges,"Spray paint stencils partially covering the border in bold colors"
Urban Street Graffiti,Paste-Up Poster Peel,"Layers of street posters peeling away to reveal the central image"
Urban Street Graffiti,Tag Signature Border,"Dozens of stylized graffiti tags scrawled around the perimeter"
Urban Street Graffiti,Stencil Face Repeats,"Repeating masked faces as a chaotic graffiti motif"
Urban Street Graffiti,Paint Drip Cascade,"Layers of vibrant paint dripping downward along the edges"
Urban Street Graffiti,Brick Wall Cutout,"A jagged aperture in a brick wall revealing the central subject"
Urban Street Graffiti,Bubble Letter Bomb,"Huge bubble letters exploded around the corners"
Urban Street Graffiti,Neon Spray Fade,"Gradual fade from vibrant neon spray patterns to the focal area"
Urban Street Graffiti,Sticker Slap Collage,"A dense patchwork of stickers slapped onto a surface"
Urban Street Graffiti,Subway Scrawl,"Graffiti reminiscent of train car scribbles forming dynamic side frames"
Interstellar Dreamscapes,Stardust Spiral,"A glittering spiral of cosmic dust that winds around the scene"
Interstellar Dreamscapes,Nebula Swell,"Billowing cosmic clouds forming a luminous, swirling margin"
Interstellar Dreamscapes,Planetary Ring Cross,"Thin planetary rings crossing the foreground, partial orbits visible"
Interstellar Dreamscapes,Crystallized Moon Shards,"Fragmented moon pieces refracting cosmic light along the borders"
Interstellar Dreamscapes,Zero-G Drips,"Floating liquid droplets in microgravity orbiting the central image"
Interstellar Dreamscapes,Astral Gate Aperture,"A circular portal fringed with twinkling stars"
Interstellar Dreamscapes,Surreal Comet Arcs,"Multiple comets curving across the edges, leaving glowing trails"
Interstellar Dreamscapes,Parallel Galaxy Windows,"Rectangular portals each revealing a different galaxy"
Interstellar Dreamscapes,Lunar Eclipse Rays,"Sharp beams of cosmic light emanating from an eclipse silhouette"
Interstellar Dreamscapes,Dark Matter Flow,"A swirling, black, ink-like substance with flecks of starlight"
Cyber Baroque,Digital Baroque Swirls,"Exaggerated ornamental curls made of circuit lines and neon filigree"
Cyber Baroque,3D Laser Filigree,"Complex, laser-etched designs that hover like holograms around the edges"
Cyber Baroque,Ornamental Robo Cherubs,"Mechanical cherub figures perched at corners"
Cyber Baroque,AI-Victorian Framework,"A fusion of Victorian scrollwork with floating digital data shapes"
Cyber Baroque,Chrome Scroll Brackets,"Polished metallic brackets shaped into ornate flourishes"
Cyber Baroque,Neural Lace Inlay,"A labyrinth of neural-circuit patterns woven like lace"
Cyber Baroque,Glitched Rococo,"Rococo flourishes that occasionally break into pixelated errors"
Cyber Baroque,Hovering E-Putty Sculptures,"Shapeless digital lumps molded like baroque sculptures, floating at the border"
Cyber Baroque,Metal Fleur-de-lis,"Fleur-de-lis motifs polished in steel and gold forming repeated emblems"
Cyber Baroque,Augmented Reality Garland,"A wearable digital garland overlay that frames the subject in ornate code patterns"
Arcane Runes,Ancient Alchemical Circle,"Intricate circles dotted with cryptic symbols forming a ritual perimeter"
Arcane Runes,Spiral Sigil Chains,"Linked sigils spiraling from each corner, weaving together"
Arcane Runes,Glowing Futhark Frame,"Runic inscriptions glowing softly around the margins"
Arcane Runes,Transmutation Symbols,"Complex diagrams from esoteric texts aligned at the edges"
Arcane Runes,Pentagram Flares,"Slight star-shaped flares echoing an arcane pentagram"
Arcane Runes,Orbital Rune Rings,"Concentric rings of magical glyphs orbiting the central space"
Arcane Runes,Blood Ink Scripts,"Dark red calligraphy in twisting, arcane lines"
Arcane Runes,Lunar Rune Phase,"Rune sequences matching moon phases placed along the border"
Arcane Runes,Occult Geometry,"Interlocking triangles, squares, and circles with hidden sigils"
Arcane Runes,Sealed Circle Ward,"A protective circle with runic wards capping each corner"
Gritty Noir,Cigarette Smoke Frame,"Wispy plumes of smoke swirling heavily around the perimeter"
Gritty Noir,Venetian Blind Stripes,"High-contrast slats of light cutting across the border"
Gritty Noir,Streetlamp Halo,"Overhead streetlamp cones at the corners casting a moody glow"
Gritty Noir,Shadow Alley Silhouette,"An alley viewpoint with high walls of shadow creeping inward"
Gritty Noir,Detective Badge Emblem,"Flickering police badges repeated at each corner in a subdued pattern"
Gritty Noir,Cracked Neon Signs,"Broken neon tubes flickering in partially spelled words"
Gritty Noir,Rain-Soaked Window,"Beads of water on glass revealing the scene in partial clarity"
Gritty Noir,Bullet Hole Glass,"Shattered bullet holes forming a ring of cracked glass"
Gritty Noir,Newspaper Headline Scraps,"Torn clippings from sensational headlines arranged along the edge"
Gritty Noir,Trenchcoat Figure Outline,"A ghostly silhouette of a detective’s coat collar turned up at corners"
Anime Fusion,Action Line Blast,"Dramatic speed lines radiating from the focal area in bright colors"
Anime Fusion,Manga Panel Collage,"Multiple comic panels offset around the perimeter"
Anime Fusion,Chibi Character Crowd,"Tiny cartoon figures reacting excitedly around the edges"
Anime Fusion,Kanji Energies,"Electrified Japanese characters glowing along the border"
Anime Fusion,Shōnen Spark Overlays,"Jagged shards of explosive energy typical of action anime"
Anime Fusion,Magical Girl Ribbon,"Flowing pastel ribbons swirling around the subject"
Anime Fusion,Mecha Armor Trim,"Robotic plating and tech details forming a protective shell"
Anime Fusion,Kawaii Pastel Frames,"Soft pink and baby-blue clouds of hearts, stars, and sparkles"
Anime Fusion,Storyboard Sketch Lines,"Rough storyboard frames half-drawn at the margins"
Anime Fusion,Sakura Petal Drift,"Falling cherry blossom petals drifting in from all corners"
Magical Realism,Translucent Whale Swim,"A giant ghostly whale drifting across the sky as a partial border"
Magical Realism,Tree of Light,"A glowing tree whose branches curve to frame the subject"
Magical Realism,Underwater Sky Reflection,"Upside-down water reflection at the top, as if the sky is an ocean"
Magical Realism,Living Book Pages,"Pages flipping outward forming a literary vortex around the edges"
Magical Realism,Feathered Rain,"Soft feathers falling like raindrops from the corners"
Magical Realism,Rainbow Vine,"A single vine with rainbow leaves winding across the border"
Magical Realism,Sunken City Silhouette,"Faint outlines of buildings submerged below a watery horizon"
Magical Realism,Crystal Suncatcher,"Prismatic crystals casting dancing rainbow lights"
Magical Realism,Ethereal Ribbon Bound,"Semi-transparent ribbons that gently tether elements of the image"
Magical Realism,Otherworldly Clock Face,"A faint, floating clock with shifting numbers forming a ghostly ring"
Hippie Psychedelia,Freeform Tie-Dye Waves,"Flowing tie-dye colors swirling like a kaleidoscope at the edges"
Hippie Psychedelia,Peace Sign Repeat,"Multiple retro peace signs drifting through the border"
Hippie Psychedelia,Floral Sixties,"Bold daisies and groovy shapes radiating outward"
Hippie Psychedelia,Spiral Tapestry,"Hypnotic swirl reminiscent of 1960s poster art"
Hippie Psychedelia,Rainbow Paisley,"Flowing, teardrop paisley patterns in bright rainbow hues"
Hippie Psychedelia,Liquid Lava Lamp,"Globular shapes morphing at the perimeter like a lava lamp effect"
Hippie Psychedelia,Groove Line Bloom,"Wavy lines emanating from corners in vibrant, swirling bursts"
Hippie Psychedelia,Cartoonish Sunshine Rays,"Bright, stylized sunbeams framing the top in a whimsical style"
Hippie Psychedelia,Beaded Curtain Edge,"Dangling beaded strands on either side, parted to reveal the center"
Hippie Psychedelia,Floating VW Bus,"Tiny silhouettes of a classic van repeated across a psychedelic horizon"
Zen Minimalism,Empty White Space,"An expansive white margin, focusing attention on the center"
Zen Minimalism,Stone Garden Lines,"Gently raked sand patterns forming parallel ripples around the artwork"
Zen Minimalism,Single Bamboo Stalk,"A lone bamboo shoot growing vertically at the side"
Zen Minimalism,Soft Brush Ink Circle,"A single, broad brushstroke circle partially framing the subject"
Zen Minimalism,Mist Gradient Fade,"A gentle grayscale haze fading in from the edges"
Zen Minimalism,Monochrome Water Ripple,"Concentric circles in calm water, barely visible near corners"
Zen Minimalism,Sparse Cherry Blossom,"Just a few petals drifting in from one corner"
Zen Minimalism,Quiet Mossy Stones,"Smooth stones with sparse moss at the bottom edge"
Zen Minimalism,Paper Screen Silhouette,"Subtle shadow squares reminiscent of shōji screens"
Zen Minimalism,Breath of Air Gap,"White space that gently ‘breathes’ around the central element"
Surreal Puppetry,Thread Marionette Edge,"Delicate puppet strings from the top corners leading to invisible hands"
Surreal Puppetry,Paper Doll Chain,"Linked paper dolls stretched across the perimeter"
Surreal Puppetry,Puppet Stage Curtains,"Small theatrical curtains opening at the top corners"
Surreal Puppetry,Disjointed Limbs Border,"Floating doll arms and legs arranged in a whimsical puzzle"
Surreal Puppetry,Pinocchio Nose Bridge,"Long wooden noses forming diagonal lines at the corners"
Surreal Puppetry,Mask on Strings,"Hanging masks around the border, each with different expressions"
Surreal Puppetry,Marionette Crossbars,"Horizontal crossbars with dangling strings framing the subject"
Surreal Puppetry,Articulated Joint Frame,"Wooden puppet joints pinned in a ring around the center"
Surreal Puppetry,Shadow Puppet Silhouettes,"Sharp silhouettes of hands forming animal shapes"
Surreal Puppetry,Tangled Thread Maze,"A chaotic web of tangled strings overlapping the edges"

Retro-Futurism,Grid Floor Horizon,"A Tron-like grid receding into the distance at the bottom"
Retro-Futurism,Chrome Sphere Corners,"Shiny metallic spheres floating near each corner reflecting neon lines"
Retro-Futurism,Wireframe City Loop,"A cityscape drawn in wireframe at the lower border curving upward"
Retro-Futurism,Laser Grid Overlay,"Thin neon beams forming a 3D grid above the subject"
Retro-Futurism,80s Gradient Sun,"A massive, stylized sun with stripes, perched behind the subject"
Retro-Futurism,Atomic Age Icons,"Boomerang shapes and starbursts repeated along the perimeter"
Retro-Futurism,Retro Tech Panels,"Panels reminiscent of old control boards blinking in neon"
Retro-Futurism,Purple Haze Fade,"Bright ultraviolet fade from corners toward the center"
Retro-Futurism,Holographic Diamond,"Rotating diamond shapes with shining edges framing the scene"
Retro-Futurism,Tape Cassette Fringe,"Classic cassette tape outlines repeated along the edges"
Dream Collisions,Feather-Cloud Merge,"Soft plumes that seem part feather, part cloud, drifting at the edges"
Dream Collisions,Pillow Castle Turrets,"Fluffy castle towers made of pillow-like materials"
Dream Collisions,Plant-Animal Hybrid,"Leaves morphing into feathers or fur around the frame"
Dream Collisions,Teacup Ocean Rim,"A wave crest shaped like a giant teacup handle"
Dream Collisions,Liquid Glass Drizzle,"Glasslike droplets streaming in liquid form from corners"
Dream Collisions,Bubble Skyline,"City silhouettes made entirely of floating soap bubbles"
Dream Collisions,Book-Tree Sprout,"Books growing from branches like fruit at the perimeter"
Dream Collisions,Star-Feather Quill,"Feathers that sparkle with tiny starlight forming top corners"
Dream Collisions,Cotton Candy Mountain,"Fluffy pink mountains reminiscent of sugary confections"
Dream Collisions,Toy Block Ruins,"Towering ruins built from colorful children's blocks"
Cyber Tribal,Digi-Totem Poles,"Vertical stacks of circuit boards arranged like tribal totems"
Cyber Tribal,Tribal Binary Tattoos,"Bold lines of binary code shaped into tribal markings"
Cyber Tribal,Pulsing LED Warpaint,"Glowing lines akin to face paint around the border"
Cyber Tribal,Pixelated Animal Masks,"Animal totems rendered in low-resolution pixel style"
Cyber Tribal,Augmented Reality Glyphs,"Floating tribal glyphs visible in a digital overlay"
Cyber Tribal,Hybrid Circuit Drums,"Circular drum shapes with embedded circuitry wrapping corners"
Cyber Tribal,Tribal Mask Overlays,"Layered stylized masks stacked in a repeating pattern"
Cyber Tribal,Digital Earth Carving,"Electronic lines etched as though carved from stone"
Cyber Tribal,Glowstick Skeleton,"Bright neon outlines in a skeletal tribal design"
Cyber Tribal,Tribal Tech Portal,"Portal ring of geometric shapes bridging primal and futuristic motifs"

Luminescent Physics,Photon Spray,"Bright speckles of light resembling photon bursts near edges"
Luminescent Physics,Prism Ring Diffraction,"Colorful diffraction patterns forming a circular ring"
Luminescent Physics,Atomic Glow Points,"Tiny orbs glowing like electron orbits scattered around"
Luminescent Physics,Radiant Particle Curves,"Waves of luminous particles curving gracefully across corners"
Luminescent Physics,Wave-Particle Lines,"A swirl of lines that shift from sine waves to dotted particle sequences"
Luminescent Physics,Laser Beam Weave,"Interlaced laser lines forming a luminous weave at the margins"
Luminescent Physics,Electromagnetic Vortex,"A swirling field reminiscent of magnetic lines around the subject"
Luminescent Physics,Nanotube Fractal,"Repeating carbon tube shapes glowing with embedded light"
Luminescent Physics,Fluorescent Atom Grid,"A faint grid of atoms connected by glowing bonds"
Luminescent Physics,Phase Shift Halo,"A subtle halo that shifts color like a refractive phenomenon"
Biomorphic Patterns,Leaf Vein Lattice,"A repeating lattice derived from magnified leaf veins"
Biomorphic Patterns,Fish Scale Cascade,"Overlapping scale shapes shimmering across the border"
Biomorphic Patterns,Veinous Marble Swirls,"Marble-like patterns with vein structures reminiscent of natural stone"
Biomorphic Patterns,Coral Maze,"Intricate coral-like branching forming a labyrinthine margin"
Biomorphic Patterns,Celestial Butterfly Wings,"Butterfly wings with starry patterns extended from each corner"
Biomorphic Patterns,Reptile Skin Gradient,"A subtle gradient of scaly textures transitioning outward"
Biomorphic Patterns,Petal Helix,"Spiraling flower petals forming a helical border"
Biomorphic Patterns,Cell Division Fringe,"Abstract shapes reminiscent of cells splitting along the edges"
Biomorphic Patterns,Feathered Plume Rise,"Delicate feather plumes rising from the bottom corners"
Biomorphic Patterns,Spiral Shell Aperture,"The swirling geometry of a seashell framing the subject"
Psychic Impressionism,Vibrational Brush Strokes,"Loose, wavy paint strokes that emanate energetic vibrations"
Psychic Impressionism,Telepathic Cloud Form,"Mist-like shapes that evoke shared thoughts or hidden messages"
Psychic Impressionism,Lucid Dream Flares,"Bright, hazy blooms of color at the corners, like dream auras"
Psychic Impressionism,Intuitive Swirls,"Spontaneous swirling lines that respond to emotional undercurrents"
Psychic Impressionism,Color Aura Halo,"Colorful aura rings blossoming outward from the center"
Psychic Impressionism,Translucent Thought Bubbles,"Faint spheres that hint at intangible ideas floating at the edges"
Psychic Impressionism,Pulse Point Brush,"Short dashes arranged in rhythmic pulses around the margin"
Psychic Impressionism,Emotive Paint Splat,"Randomly placed paint splashes that mirror internal feelings"
Psychic Impressionism,Thought Wave Filament,"Fine filaments vibrating as if they carry mental signals"
Psychic Impressionism,Subconscious Doodle Orbit,"Freehand doodles circling the scene, representing subconscious wanderings"
Neo Symbolic,Eyes in Triangles,"All-seeing eye motifs repeated in triangular shapes around the perimeter"
Neo Symbolic,Geometric Zodiac Ring,"Twelve zodiac emblems spaced evenly in a symmetrical ring"
Neo Symbolic,Sun-Moon Dual Frame,"Opposing sun and moon icons anchoring opposite corners"
Neo Symbolic,Sigil of Rebirth,"An abstract phoenix symbol repeated in stylized corners"
Neo Symbolic,Contrasting Faith Icons,"Overlapping spiritual symbols from multiple cultures forming unity"
Neo Symbolic,Liquid Ouroboros,"A serpent biting its tail, made of swirling liquid, encircling the image"
Neo Symbolic,Sacred Heart Circuits,"Hearts with circuit paths forming a radiant frame"
Neo Symbolic,Cube of Metatron,"A 3D twist on the classic Metatron’s Cube in neon lines"
Neo Symbolic,Shield of Chakras,"Seven chakra disks arranged in a protective ring"
Neo Symbolic,Alchemy Compass,"A multi-directional emblem showing elemental icons at the cardinal points"
Celtic Revival,Knotwork Corner Loops,"Intricate braided Celtic knots weaving in the four corners"
Celtic Revival,Triskelion Swirl,"Three-spiraled symbol repeated in a wave around the edges"
Celtic Revival,Ogham Script Border,"Vertical lines of ancient Ogham text wrapping the frame"
Celtic Revival,Zoomorphic Knot,"Interlacing animal shapes typical of Celtic manuscripts"
Celtic Revival,Triple Spiral Gateway,"Central swirling triple spiral forming an arch at the top"
Celtic Revival,La Tène Vines,"Curvilinear motifs reminiscent of Iron Age Celtic art hugging the border"
Celtic Revival,Shamrock Interlace,"Three-leaf motifs woven intricately in a repeated pattern"
Celtic Revival,Cross Knot Edges,"Four symmetrical crosses with knotted arms at each corner"
Celtic Revival,Runic Stone Texture,"Stone texture inscribed with faint Celtic runes"
Celtic Revival,Braided Serpent Border,"Two serpents braided together in an unbroken loop"
Mystical Folklore,Foxfire Glow,"Ghostly green-blue flames dancing at the margins"
Mystical Folklore,Wisp Lanterns,"Floating orbs of light like will-o’-the-wisps lighting the corners"
Mystical Folklore,Spiritual Tree Spirits,"Faint silhouettes of tree guardians peering from edges"
Mystical Folklore,Tengu Mask Fringe,"Repeating mask motifs of mythical Tengu creatures around the border"
Mystical Folklore,Shadow Beast Outline,"Large mythical beast silhouette partially encircling the center"
Mystical Folklore,Floating Rune Stones,"Hovering stones etched with ancient symbols scattered around corners"
Mystical Folklore,Totem Animal Guardian,"Ancestral animal shapes perched as protective watchers at the edges"
Mystical Folklore,Fairy Ring Aperture,"A ring of tiny mushrooms encircling the central focal point"
Mystical Folklore,Ancient Drum Beat,"Rhythmic wave patterns reminiscent of folkloric drumming"
Mystical Folklore,Ice Elf Filigree,"Delicate ice-like patterns etched around the border, evoking elven craft"
Random Obscura,Polka Dot Ectoplasm,"Transparent polka dots floating like ghostly slime around the edges"
Random Obscura,Elastic Rubber Bands,"Colorful, stretched rubber bands stacked and overlapping at the perimeter"
Random Obscura,Marble Run Maze,"Miniature labyrinth channels as if a marble could roll around the border"
Random Obscura,Melted Candy Stripes,"Vibrant, melting sugar stripes drooping from all sides"
Random Obscura,Wax Crayon Scrawls,"Childlike scribbles layered in bright waxy colors"
Random Obscura,Accordion Fold Waves,"Concertina paper folds set at intervals around the composition"
Random Obscura,Giant Spoon Handles,"Elongated spoons arching in from each corner for a surreal effect"
Random Obscura,Psycho-Silhouette Bloom,"Inverted outlines of random objects expanding in repeated layers"
Random Obscura,Paper Clip Chain,"Linked paper clips forming a chain around the edges"
Random Obscura,Sound Tube Burst,"Hand-drawn waveforms shaped like tubes exploding outward"
Modern Kitsch,Plastic Flamingo Corners,"Pink flamingo lawn ornaments perched on each corner"
Modern Kitsch,Glitter Confetti Scatter,"Holographic sparkles tossed around the perimeter"
Modern Kitsch,Gingham Picnic Mat,"Checkerboard pattern reminiscent of a classic picnic blanket"
Modern Kitsch,Neon Pineapple,"Bright tropical fruit repeated in an ironic, playful way"
Modern Kitsch,Cocktail Umbrella Trim,"Tiny paper umbrellas spaced around the edges"
Modern Kitsch,Cheesy Paparazzi Flash,"Cartoonish camera flashes like celebrity photography bursts"
Modern Kitsch,Smiley Face Polka,"Repeating yellow smiley faces in varying sizes around the margin"
Modern Kitsch,Lipstick Kiss Marks,"Multiple lipstick prints forming a flamboyant border"
Modern Kitsch,Polaroid Snapshots,"Colorful Polaroid frames pinned haphazardly along edges"
Modern Kitsch,Psychedelic Leopard Print,"Leopard spots in bright, clashing colors forming a tacky-cool boundary"
High-Tech Minimal,Thin LED Strips,"Subtle, linear LED lights glowing along the perimeter"
High-Tech Minimal,Narrow Circuit Lines,"Delicate circuit traces branching in from the edges"
High-Tech Minimal,Transparent HUD Icons,"Faint futuristic interface icons gently framing the center"
High-Tech Minimal,Monochrome Data Stream,"Vertical columns of binary fading in and out along the sides"
High-Tech Minimal,Holographic Grid,"A light, ghostly grid that rotates with perspective"
High-Tech Minimal,Line Art CPU,"An outline of a microchip design repeated at corners"
High-Tech Minimal,Ultralight Beams,"Very thin beams of cool white light crisscrossing faintly"
High-Tech Minimal,Soft Glow Buttons,"Minimal round buttons with a dim, neon glow"
High-Tech Minimal,Slim Geometric Frames,"Precise line shapes forming a geometric cage around the subject"
High-Tech Minimal,Negative Space Icons,"Simple tech icons arranged with wide spacing around the boundary"

Organic Sci-Fi,Living Fiber Optics,"Glowing tendrils that look both organic and technological"
Organic Sci-Fi,Bio-Steel Vines,"Mechanical vines with a fibrous metallic sheen coiling around the frame"
Organic Sci-Fi,Translucent Alien Pods,"Jelly-like pods glowing with unearthly color at the edges"
Organic Sci-Fi,Spore-Driven Circuits,"Circuit boards sprouting fungal spores that light up"
Organic Sci-Fi,Liquid Metal Roots,"Mercury-like fluid forming root systems creeping in from corners"
Organic Sci-Fi,Crystalline Stem Cells,"Small crystal clusters shaped like embryonic cells"
Organic Sci-Fi,Synthetic Coral Growth,"Coral structures with LED illumination weaving the perimeter"
Organic Sci-Fi,Helix Lace Pattern,"Delicate lattices repeating the double-helix form in multiple rings"
Organic Sci-Fi,Neuron Glow Paths,"Fluorescent neuron-like lines branching outward"
Organic Sci-Fi,Gene Strand Vines,"Twirling vines shaped like twisted DNA sequences"
Myth-Punk Fusion,Clockwork Unicorn Horn,"A metallic spiral horn with clock gears around its base"
Myth-Punk Fusion,Pegasus Wing Gears,"Brass gears forming feathery wings on each side"
Myth-Punk Fusion,Mechanical Kraken Arms,"Tentacles made of segmented metal, wrapping the edges"
Myth-Punk Fusion,Dragonfly Cog Wings,"Delicate insect wings adorned with tiny rotating cogs"
Myth-Punk Fusion,Steam-Powered Centaur,"Half gear-laden machine, half horse figure silhouette"
Myth-Punk Fusion,Brass Griffin Crest,"A stylized griffin made of brass plates perched at the top"
Myth-Punk Fusion,Piston Cyclops Eye,"One giant, mechanical eye with pistons around the center"
Myth-Punk Fusion,Steam Siren Whirls,"Spirals of steam swirling like a siren’s call at the edges"
Myth-Punk Fusion,Rivet-Scaled Dragon,"A dragon silhouette with riveted metal plating for scales"
Myth-Punk Fusion,Flying Ship Leviathan,"An airship’s prow shaped like a leviathan forming a curved border"
Celestial Decadence,Golden Star Crown,"Rich gold filigree shaped like a star-laden crown at the top"
Celestial Decadence,Moon Phase Strings,"Graceful arcs connecting multiple moon phases along the margin"
Celestial Decadence,Constellation Jewels,"Sparkling gems placed where constellation stars would be"
Celestial Decadence,Sun-Flare Baroque,"Flamboyant sun rays with ornate swirling edges"
Celestial Decadence,Sapphire Eclipse Frame,"A deep blue ring simulating an eclipse, glowing at the perimeter"
Celestial Decadence,Opulent Cloud Thrones,"Cloud formations shaped like luxurious thrones in each corner"
Celestial Decadence,Galactic Pearl Strands,"Pearl-like orbs in a chain, each containing a miniature galaxy"
Celestial Decadence,Comet Tiaras,"Small comet trails arching overhead like a series of tiaras"
Celestial Decadence,Lunar Diamond Edge,"Diamond shapes around a silver moon crest repeating at corners"
Celestial Decadence,Stardust Barrette,"Hairclip-like ornamental frames made of twinkling stardust"
Neoplastic Remnants,Primary Color Blocks,"Red, yellow, and blue squares forming a strict geometric border"
Neoplastic Remnants,Asymmetric Black Lines,"Bold black lines dividing the border into rectangles"
Neoplastic Remnants,Constructivist Angles,"Angular shapes in strong contrast, reminiscent of early modern design"
Neoplastic Remnants,Plastic Overlapped Grids,"Multiple translucent grids layered in primary colors"
Neoplastic Remnants,Minimal Circle Intersection,"One or two circles crossing lines for a simplified boundary"
Neoplastic Remnants,Offset Rectangles,"Slightly misaligned rectangles of pure color forming a puzzle"
Neoplastic Remnants,Color Field Slivers,"Thin strips of color fields edging in from the perimeter"
Neoplastic Remnants,Bold Vertical Divider,"A single thick vertical line slicing down the frame"
Neoplastic Remnants,Modular Geometry,"Shapes that fit together like a puzzle, each in a primary hue"
Neoplastic Remnants,Stark White Negative Space,"Ample white space with strategic color blocks at corners"
Art Brut Chaos,Childlike Monster Doodles,"Primitive doodles of friendly monsters scribbled in bright crayons"
Art Brut Chaos,Scrawled Emotions,"Impulsive, anxious lines twisting along the edges"
Art Brut Chaos,Found Object Paste,"Random bits of trash or found objects collaged around the border"
Art Brut Chaos,Unrefined Brush Splat,"Large, unpolished brush swaths in raw color"
Art Brut Chaos,Fingerpaint Frenzy,"Smudged, hand-pressed smears reminiscent of preschool art"
Art Brut Chaos,Random Word Cutouts,"Torn newspaper words scattered at random angles"
